carat,cut,color,clarity,depth,table,price,x,y,z
1.28,Ideal,E,VS1,61.7,57.0,11419,6.93,6.97,4.29
0.52,Ideal,G,VS1,61.7,57.0,1665,5.16,5.18,3.19
0.63,Ideal,F,VS1,62.3,56.0,2644,5.46,5.49,3.41
0.32,Very Good,I,VS2,62.8,58.0,449,4.33,4.37,2.73
1.5,Ideal,H,VS1,62.4,56.0,12702,7.29,7.34,4.57
1.35,Ideal,G,I1,62.5,57.0,4643,7.04,7.01,4.39
1.06,Very Good,F,SI1,59.6,60.0,5491,6.61,6.68,3.96
1.2,Premium,F,VS1,61.8,59.0,8669,6.79,6.76,4.19
0.41,Ideal,E,SI1,62.1,54.0,755,4.76,4.81,2.97
0.35,Ideal,E,VVS2,61.0,57.0,849,4.54,4.58,2.78
1.0,Premium,F,SI1,62.3,59.0,5292,6.43,6.37,3.99
1.22,Ideal,J,SI1,62.3,55.0,5192,6.91,6.83,4.28
1.02,Premium,F,SI1,61.8,59.0,5686,6.45,6.39,3.97
0.5,Very Good,F,VS1,62.3,55.0,1710,5.06,5.09,3.16
0.7,Very Good,H,SI1,61.0,58.0,2107,5.67,5.7,3.47
0.53,Ideal,F,VVS2,62.2,54.0,2175,5.19,5.22,3.24
0.71,Ideal,G,VVS2,62.5,57.0,3095,5.7,5.73,3.57
0.71,Very Good,I,SI1,60.4,63.0,1926,5.73,5.8,3.48
0.34,Very Good,G,SI1,61.5,56.0,507,4.45,4.52,2.76
0.32,Ideal,G,VS1,62.0,56.0,645,4.35,4.39,2.71
0.54,Ideal,E,VS2,61.8,55.0,1847,5.26,5.24,3.24
0.4,Good,E,VVS2,57.7,62.0,981,4.82,4.88,2.8
0.74,Very Good,J,VS1,62.7,58.0,2170,5.75,5.8,3.62
1.01,Premium,F,SI2,61.6,58.0,4497,6.45,6.4,3.96
1.52,Premium,G,VS1,61.2,60.0,14424,7.4,7.37,4.52
0.3,Very Good,H,VVS1,63.4,57.0,878,4.31,4.27,2.72
0.36,Very Good,F,VVS2,61.6,55.0,872,4.58,4.6,2.83
0.4,Premium,E,VS2,61.9,59.0,975,4.75,4.72,2.93
0.27,Ideal,H,SI1,61.3,55.0,383,4.17,4.21,2.57
0.59,Very Good,J,VS2,61.9,58.0,1287,5.35,5.38,3.32
2.42,Premium,J,VS2,61.3,59.0,17168,8.61,8.58,5.27
0.31,Premium,G,VS1,61.2,59.0,625,4.35,4.37,2.67
0.93,Fair,G,SI1,64.4,57.0,3358,6.14,6.09,3.94
0.43,Ideal,H,SI1,62.3,56.0,919,4.86,4.83,3.02
1.22,Premium,F,VS2,59.8,59.0,8417,6.96,6.92,4.15
2.02,Good,I,VS1,57.9,63.0,17533,8.13,8.21,4.73
0.51,Ideal,H,VS2,61.3,57.0,1385,5.14,5.16,3.16
0.76,Very Good,E,SI1,63.0,59.0,2668,5.76,5.8,3.64
1.04,Premium,E,SI2,61.6,58.0,3914,6.52,6.45,3.99
0.96,Fair,H,I1,61.5,63.0,1637,6.22,6.06,3.78
1.01,Very Good,J,SI2,63.5,59.0,3462,6.3,6.36,4.02
1.01,Premium,D,VS1,62.1,58.0,7575,6.4,6.37,3.97
1.22,Premium,I,SI1,62.1,59.0,5368,6.8,6.86,4.24
0.91,Fair,F,SI2,64.9,56.0,3210,6.08,6.05,3.94
1.63,Ideal,I,VVS2,62.3,54.7,12174,7.49,7.52,4.69
0.57,Ideal,H,VS1,61.3,56.0,1554,5.36,5.38,3.29
0.33,Very Good,D,SI1,63.1,55.0,728,4.46,4.42,2.8
0.34,Ideal,G,IF,61.9,57.0,1084,4.48,4.47,2.77
2.05,Premium,J,VS1,62.5,60.0,14973,8.09,8.14,5.07
0.7,Very Good,H,SI1,61.5,57.0,2107,5.64,5.68,3.48
1.74,Ideal,H,VS2,61.5,55.0,13761,7.79,7.73,4.77
1.03,Very Good,F,SI2,61.8,59.0,4414,6.43,6.48,3.99
2.01,Premium,H,SI2,61.6,58.0,16499,8.12,8.02,4.97
1.03,Ideal,G,SI1,61.6,55.0,5518,6.48,6.52,4.0
0.57,Premium,J,VS1,62.2,58.0,1606,5.34,5.3,3.31
0.41,Good,F,SI1,63.7,58.0,904,4.74,4.71,3.01
1.51,Fair,H,SI1,65.4,59.0,9386,7.17,7.11,4.67
1.1,Premium,J,SI2,59.6,59.0,3726,6.74,6.72,4.01
0.3,Premium,I,SI1,60.5,62.0,506,4.37,4.33,2.63
0.7,Ideal,I,VS1,62.7,57.0,2163,5.63,5.67,3.54
2.07,Premium,J,SI1,61.7,60.0,13731,8.23,8.15,5.05
0.91,Premium,H,VS2,59.9,62.0,4128,6.33,6.26,3.77
0.43,Premium,E,VVS1,59.5,58.0,1433,4.92,4.96,2.94
0.72,Ideal,E,VS2,62.7,55.0,2691,5.76,5.73,3.6
2.2,Good,H,SI2,63.6,58.0,13919,8.21,8.17,5.21
1.04,Good,F,VS2,63.7,58.0,6606,6.34,6.43,4.07
0.26,Ideal,E,VVS1,62.5,56.0,657,4.09,4.12,2.56
1.06,Ideal,E,VS2,61.8,55.0,7788,6.59,6.51,4.05
0.78,Very Good,I,SI2,62.5,58.0,2132,5.82,5.89,3.66
1.23,Ideal,H,SI2,62.1,56.0,6199,6.85,6.82,4.24
1.02,Very Good,G,SI2,63.8,55.0,4501,6.37,6.4,4.07
2.06,Premium,G,SI2,61.8,58.0,16587,8.15,8.1,5.02
0.82,Very Good,E,SI2,63.3,56.0,2975,5.99,5.95,3.78
1.5,Premium,E,VS2,60.7,60.0,14386,7.41,7.32,4.47
0.9,Very Good,G,SI2,63.1,58.0,2857,6.08,6.02,3.82
0.54,Ideal,D,SI1,60.8,57.0,1662,5.25,5.31,3.21
1.02,Very Good,E,SI1,63.5,55.0,5245,6.3,6.37,4.02
0.9,Ideal,H,VS1,61.6,56.0,4592,6.17,6.13,3.79
0.5,Ideal,F,VVS2,60.7,57.0,1912,5.12,5.16,3.12
0.31,Ideal,H,IF,60.8,56.0,1081,4.42,4.4,2.68
0.74,Ideal,I,VVS1,62.3,55.0,2715,5.77,5.82,3.61
1.0,Good,F,SI2,63.8,58.0,4155,6.33,6.28,4.02
0.53,Ideal,F,VS2,62.2,55.0,1650,5.16,5.19,3.22
0.35,Very Good,E,VS2,58.9,59.0,767,4.59,4.64,2.72
1.53,Ideal,G,VVS2,61.0,55.0,15365,7.44,7.5,4.56
0.54,Ideal,I,VS1,61.2,58.0,1304,5.24,5.29,3.22
0.41,Very Good,G,VS2,61.7,61.0,827,4.7,4.74,2.91
0.7,Fair,I,SI2,65.9,58.0,1625,5.46,5.5,3.61
0.77,Very Good,I,VS1,62.2,59.0,2682,5.83,5.85,3.63
0.59,Good,I,VS2,63.4,56.0,1294,5.33,5.37,3.39
0.3,Premium,E,SI1,62.1,60.0,675,4.29,4.27,2.66
0.43,Ideal,J,VS1,62.1,55.0,679,4.84,4.86,3.01
0.43,Ideal,G,IF,61.6,57.0,1280,4.81,4.84,2.97
0.5,Very Good,E,VS2,62.4,57.0,1568,5.01,5.03,3.13
0.4,Ideal,E,VVS1,62.4,57.0,1397,4.72,4.67,2.93
0.73,Premium,I,VVS2,61.5,58.0,2496,5.73,5.78,3.54
1.52,Premium,H,VS2,59.4,59.0,11105,7.45,7.49,4.44
2.16,Premium,J,SI1,60.5,59.0,14328,8.41,8.35,5.07
0.3,Ideal,G,IF,63.0,53.0,956,4.3,4.24,2.69
0.33,Ideal,F,SI2,62.3,55.0,450,4.44,4.49,2.78
1.55,Very Good,H,VS2,63.3,56.0,10546,7.38,7.32,4.65
0.72,Ideal,I,VVS2,62.8,57.0,2594,5.69,5.74,3.59
1.2,Good,E,VS2,63.7,57.0,5914,6.71,6.64,4.25
1.5,Premium,E,SI2,61.1,58.0,7560,7.34,7.31,4.47
1.24,Ideal,H,VS1,61.0,57.0,8719,6.91,6.95,4.23
0.36,Good,E,SI2,63.7,54.0,505,4.52,4.55,2.89
1.69,Premium,G,VVS2,62.9,58.0,15889,7.59,7.51,4.75
0.3,Ideal,F,IF,62.3,53.0,886,4.34,4.36,2.71
0.77,Ideal,D,SI2,60.6,56.0,2922,5.95,5.9,3.59
0.9,Ideal,E,SI2,62.0,55.0,3599,6.23,6.15,3.84
1.03,Premium,D,SI1,60.5,61.0,5410,6.47,6.43,3.9
1.5,Premium,G,SI2,58.3,61.0,6720,7.55,7.4,4.34
0.36,Ideal,E,VS2,61.2,56.0,1013,4.63,4.59,2.82
1.54,Premium,F,VS2,62.4,59.0,14578,7.43,7.38,4.62
0.7,Very Good,I,SI2,63.4,59.0,1775,5.66,5.57,3.56
0.52,Very Good,D,VS2,63.4,56.0,1828,5.16,5.09,3.25
0.55,Ideal,G,VS2,60.1,55.0,1634,5.33,5.37,3.22
1.02,Very Good,H,SI1,60.3,59.0,4476,6.44,6.5,3.9
1.63,Ideal,F,I1,62.0,55.0,7229,7.57,7.5,4.68
1.06,Ideal,G,VS2,61.9,54.0,6890,6.54,6.58,4.06
0.55,Very Good,H,VS2,62.0,55.2,1548,5.28,5.31,3.28
0.9,Premium,I,VS2,58.4,62.0,3276,6.35,6.29,3.69
1.1,Very Good,I,SI1,63.5,57.0,3573,6.55,6.53,4.15
0.92,Fair,I,VS2,64.4,58.0,3033,6.13,6.1,3.94
1.09,Premium,I,VS2,61.3,58.0,4659,6.63,6.58,4.05
0.39,Very Good,J,VS2,63.3,56.0,746,4.63,4.6,2.92
0.34,Ideal,D,IF,62.1,57.0,2346,4.52,4.46,2.79
2.01,Very Good,J,VS1,60.2,61.0,12845,8.16,8.23,4.93
0.32,Very Good,F,VS2,62.8,57.0,645,4.33,4.36,2.73
0.7,Very Good,E,SI1,63.1,58.0,2643,5.61,5.64,3.55
0.71,Premium,H,SI2,62.4,56.0,2028,5.7,5.64,3.54
0.36,Ideal,D,SI1,62.8,57.0,794,4.54,4.51,2.84
0.31,Ideal,G,SI1,62.8,55.0,593,4.38,4.32,2.73
0.4,Ideal,I,VVS2,61.4,56.0,1240,4.76,4.79,2.93
0.7,Premium,F,VS2,61.6,60.0,2762,5.65,5.59,3.46
0.96,Fair,I,SI2,66.3,58.0,2540,6.07,5.9,3.97
1.06,Very Good,G,VVS2,62.9,56.0,7695,6.56,6.6,4.14
0.94,Very Good,G,VS2,62.9,58.6,4488,6.1,6.25,3.89
0.71,Good,I,VS2,64.0,59.0,1840,5.61,5.55,3.57
0.31,Good,D,SI1,63.4,58.0,571,4.32,4.35,2.75
0.5,Ideal,G,VVS1,62.2,56.0,1897,5.08,5.11,3.17
0.38,Premium,D,SI2,61.1,58.0,812,4.68,4.62,2.84
0.32,Premium,F,VS2,61.4,60.0,645,4.38,4.42,2.7
2.12,Premium,J,SI2,62.3,61.0,12140,8.21,8.16,5.1
1.21,Premium,G,VVS2,58.5,58.0,9541,7.06,6.95,4.1
1.5,Ideal,I,VS1,61.3,57.0,9900,7.32,7.35,4.5
1.5,Very Good,J,VVS2,62.8,62.0,7840,7.22,7.25,4.54
1.11,Premium,H,SI2,61.9,59.0,4973,6.6,6.56,4.07
0.59,Premium,H,VVS2,62.3,55.0,1886,5.42,5.33,3.35
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84
1.17,Very Good,F,VS2,62.4,56.0,7432,6.71,6.76,4.2
0.34,Ideal,D,VS2,62.1,55.0,923,4.49,4.46,2.78
1.71,Premium,H,SI2,62.5,57.0,10687,7.67,7.62,4.78
0.32,Ideal,E,VVS1,61.7,55.0,879,4.38,4.41,2.71
1.52,Ideal,F,SI2,61.2,57.0,9057,7.45,7.39,4.54
0.8,Premium,H,SI2,61.6,59.0,2409,5.92,5.86,3.63
0.53,Very Good,E,VVS2,63.1,60.0,2043,5.12,5.08,3.22
0.31,Ideal,G,VS2,62.4,55.0,544,4.3,4.32,2.69
0.72,Premium,F,SI1,59.9,58.0,2742,5.85,5.81,3.49
0.7,Premium,E,VS2,61.1,58.0,2496,5.78,5.7,3.51
0.9,Good,D,SI2,63.8,58.0,3806,6.09,6.13,3.9
0.41,Ideal,F,SI1,62.7,57.0,755,4.7,4.74,2.96
0.36,Ideal,D,VS1,61.8,55.0,781,4.54,4.58,2.82
0.3,Very Good,F,VS2,63.0,55.0,524,4.28,4.29,2.7
0.9,Good,G,SI1,62.2,62.5,3816,6.08,6.1,3.78
1.11,Ideal,G,IF,61.2,54.0,10053,6.71,6.73,4.11
0.7,Good,F,VS1,59.1,62.0,2877,5.82,5.86,3.44
1.0,Good,E,VS2,63.8,58.0,6272,6.31,6.19,3.99
1.0,Good,H,SI2,62.7,58.0,4125,6.31,6.33,3.96
1.31,Very Good,H,VS2,61.4,59.0,7415,6.96,7.01,4.29
0.7,Premium,D,VS2,60.9,57.0,2909,5.71,5.69,3.47
0.7,Very Good,E,SI1,62.7,55.0,2575,5.63,5.67,3.54
0.74,Very Good,F,SI1,62.7,58.0,2715,5.71,5.78,3.6
1.01,Premium,F,VS2,62.1,60.0,5988,6.36,6.43,3.97
0.3,Ideal,H,VS1,62.5,56.0,526,4.24,4.27,2.66
2.01,Fair,G,VS2,67.5,55.0,17917,7.7,7.79,5.23
0.71,Premium,H,VS1,62.4,58.0,2572,5.73,5.68,3.56
1.65,Premium,G,I1,62.0,59.0,6912,7.57,7.53,4.68
1.22,Premium,D,VS2,62.0,60.0,9756,6.79,6.74,4.22
0.31,Ideal,G,VS2,61.5,56.0,652,4.34,4.36,2.68
0.54,Ideal,F,VS2,62.3,56.0,1786,5.2,5.17,3.23
1.0,Good,E,SI1,57.2,62.0,5345,6.59,6.56,3.76
0.23,Very Good,D,VS2,62.7,58.0,362,3.86,3.89,2.43
0.52,Ideal,D,VS2,61.5,56.0,1822,5.15,5.19,3.18
0.57,Premium,D,VS1,60.6,59.0,2360,5.38,5.32,3.24
0.39,Ideal,F,VVS2,62.0,54.0,988,4.7,4.72,2.92
0.33,Ideal,E,VVS2,60.9,56.0,814,4.45,4.48,2.72
2.01,Ideal,I,SI1,59.9,60.0,17126,8.27,8.2,4.93
1.51,Ideal,H,VS2,62.5,55.0,-1,7.29,7.34,4.57
0.53,Ideal,D,SI1,61.2,57.0,1706,5.24,5.19,3.19
2.02,Premium,I,VS2,59.2,58.0,13068,8.29,8.25,4.89
0.32,Ideal,F,VS1,62.0,54.0,876,4.44,4.43,2.75
0.9,Premium,F,SI2,61.4,58.0,3556,6.19,6.13,3.78
0.3,Premium,G,VVS2,62.1,59.0,878,4.27,4.23,2.64
0.43,Ideal,G,VVS2,61.9,55.0,1129,4.86,4.84,3.0
1.2,Very Good,H,VVS1,63.3,56.0,6672,6.75,6.7,4.26
2.3,Ideal,I,VS2,62.6,56.0,18190,8.45,8.4,5.27
0.53,Premium,F,VS2,60.6,58.0,2290,5.26,5.2,3.17
1.2,Very Good,H,SI2,63.5,57.0,5221,6.67,6.71,4.25
0.9,Good,G,SI1,62.5,62.0,4008,6.04,6.09,3.79
0.36,Ideal,D,SI1,62.0,56.0,663,4.55,4.61,2.84
0.6,Premium,F,SI2,58.9,59.0,1378,5.55,5.52,3.26
1.01,Premium,F,VS1,61.7,58.0,7507,6.43,6.4,3.96
0.3,Ideal,F,VVS1,61.4,56.0,1041,4.33,4.37,2.67
0.91,Premium,E,VS1,61.9,59.0,5167,6.23,6.17,3.84
1.0,Fair,D,VVS2,61.1,57.0,10562,6.37,6.3,3.87
0.32,Ideal,E,VS2,62.0,55.0,900,4.46,4.38,2.74
1.04,Premium,G,SI1,60.9,59.0,5017,6.57,6.53,3.99
0.51,Very Good,D,SI1,63.2,55.0,1562,5.12,5.07,3.22
1.01,Premium,H,VS2,61.3,59.0,4959,6.44,6.48,3.96
1.57,Ideal,G,SI1,61.8,55.0,11596,7.43,7.49,4.61
1.51,Premium,H,VS2,60.2,60.0,11540,7.35,7.33,4.42
2.01,Very Good,I,VS1,62.9,59.0,18041,7.94,8.03,5.02
1.2,Premium,H,SI2,62.4,61.0,5040,6.81,6.78,4.24
0.53,Ideal,I,VS1,61.6,57.0,1383,5.21,5.18,3.2
2.2,Premium,I,VS2,58.9,60.0,17905,8.63,8.52,5.05
0.65,Ideal,D,VVS1,61.8,57.0,4022,5.54,5.56,3.43
0.5,Premium,D,SI1,62.3,58.0,1654,5.07,5.04,3.15
0.56,Ideal,E,VS1,61.1,56.0,2010,5.29,5.34,3.25
1.01,Ideal,D,VVS2,61.6,57.0,12996,6.44,6.48,3.98
0.52,Ideal,E,VS2,61.2,56.0,1947,5.2,5.16,3.17
1.13,Very Good,F,SI1,63.2,56.0,5584,6.66,6.69,4.22
0.79,Premium,D,SI2,60.0,60.0,2853,6.07,6.03,3.63
0.52,Premium,E,SI2,61.8,54.0,1229,5.18,5.15,3.19
0.44,Very Good,G,SI1,61.6,61.0,772,4.83,4.88,2.99
0.41,Ideal,G,SI2,61.5,55.0,648,4.76,4.8,2.94
1.01,Premium,F,VS1,61.4,60.0,7792,6.45,6.39,3.94
0.9,Very Good,H,SI2,59.6,59.0,3250,6.38,6.24,3.76
1.12,Good,F,VS2,63.8,57.0,6925,6.59,6.61,4.21
0.32,Good,I,SI1,63.5,57.0,421,4.3,4.33,2.74
0.73,Ideal,D,SI2,59.9,57.0,2770,5.92,5.89,3.54
0.4,Ideal,G,VVS1,62.3,54.0,1043,4.75,4.76,2.96
0.3,Ideal,H,VS2,62.1,56.0,491,4.32,4.34,2.69
0.24,Premium,E,VVS1,60.7,58.0,710,4.03,4.01,2.44
0.39,Ideal,E,VS2,60.8,57.0,875,4.73,4.75,2.88
0.52,Very Good,G,VVS1,62.3,55.0,2040,5.13,5.15,3.2
1.25,Very Good,J,SI1,62.5,57.0,4702,6.83,6.86,4.28
1.17,Very Good,D,SI2,60.9,60.0,6062,6.72,6.78,4.11
0.36,Ideal,D,VS2,60.6,57.0,1094,4.61,4.57,2.78
1.0,Ideal,G,VVS1,61.9,57.0,8366,6.43,6.39,3.97
1.12,Premium,E,SI2,61.1,58.0,5620,6.73,6.69,4.1
1.2,Fair,I,I1,62.2,66.0,3011,6.77,6.7,4.2
0.34,Ideal,G,SI1,61.8,54.4,531,4.49,4.52,2.79
2.04,Very Good,I,VS2,62.5,58.0,16874,8.09,8.22,5.1
1.53,Premium,H,SI2,61.5,60.0,6512,7.46,7.39,4.56
0.25,Very Good,E,VVS2,61.1,61.0,533,4.03,4.06,2.47
0.71,Good,D,SI2,56.6,63.0,2015,5.9,5.76,3.3
0.32,Ideal,H,VS1,62.1,55.0,524,4.39,4.4,2.73
1.5,Premium,D,SI1,60.5,59.0,11489,7.44,7.39,4.49
0.6,Ideal,F,VS1,61.9,55.0,2201,5.4,5.42,3.35
0.39,Premium,J,VVS1,61.8,56.0,921,4.71,4.64,2.89
0.54,Ideal,G,VS1,61.0,57.0,1957,5.25,5.28,3.21
0.91,Good,H,SI1,63.8,56.0,3323,6.09,6.04,3.87
0.43,Premium,D,SI1,62.4,60.0,796,4.79,4.82,3.0
1.52,Premium,D,SI2,60.6,62.0,9561,7.42,7.37,4.48
