carat,cut,color,clarity,depth,table,price,x,y,z
0.73,Ideal,G,VS2,60.2,55.0,3389,5.85,5.9,3.54
1.02,Very Good,E,VS2,62.5,57.0,6816,6.36,6.41,3.99
0.3,Ideal,H,VVS2,61.7,54.0,776,4.34,4.31,2.67
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54
0.33,Very Good,I,SI1,63.2,58.0,572,4.38,4.36,2.76
0.5,Good,E,SI2,63.2,61.0,1000,5.02,5.05,3.18
0.51,Premium,G,VVS2,60.9,61.0,2035,5.17,5.11,3.13
0.53,Ideal,G,IF,62.1,57.0,2372,5.16,5.21,3.22
1.0,Good,I,VVS1,56.5,62.0,4445,6.58,6.55,3.71
0.51,Ideal,G,VS1,61.7,56.0,1668,5.1,5.2,3.18
0.32,Premium,E,VVS2,59.9,58.0,1080,4.5,4.45,2.68
0.31,Premium,G,IF,61.0,59.0,988,4.36,4.33,2.65
1.01,Ideal,E,SI1,62.0,57.0,5235,6.38,6.45,3.98
0.31,Ideal,E,VVS2,61.8,58.0,710,4.3,4.34,2.67
1.05,Ideal,D,SI2,61.9,56.0,5110,6.5,6.53,4.03
1.05,Good,G,SI2,63.2,54.0,4241,6.49,6.52,4.11
0.35,Ideal,H,VS1,61.8,57.0,646,4.53,4.56,2.81
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62
0.53,Very Good,F,SI2,60.5,60.0,1132,5.19,5.23,3.15
0.81,Very Good,G,SI1,60.7,56.0,2733,6.06,6.09,3.69
1.0,Fair,E,SI1,65.1,61.0,4435,6.15,6.08,3.98
0.41,Ideal,D,SI1,62.3,55.0,1015,4.79,4.77,2.98
1.24,Ideal,J,VS2,61.8,58.0,5361,6.88,6.84,4.24
0.31,Good,H,VS2,63.2,57.0,489,4.32,4.35,2.74
0.58,Ideal,I,SI2,61.3,56.0,1158,5.38,5.45,3.32
0.73,Ideal,D,VVS2,61.3,56.0,4372,5.79,5.82,3.56
1.3,Premium,F,VS2,60.4,59.0,9909,7.06,7.12,4.28
1.01,Premium,H,SI1,62.8,58.0,3869,6.43,6.34,4.01
0.36,Very Good,E,SI1,59.9,60.0,615,4.59,4.62,2.76
0.7,Good,E,VVS2,60.1,63.0,2857,5.68,5.71,3.42
0.41,Good,I,SI2,63.5,57.0,539,4.7,4.72,2.99
1.41,Ideal,H,VS1,60.7,56.0,9752,7.31,7.22,1.41
1.03,Very Good,G,SI2,63.1,58.0,4060,6.41,6.37,4.03
0.31,Ideal,D,VS2,60.2,56.0,804,4.46,4.41,2.67
1.2,Very Good,D,SI1,60.7,58.0,7191,6.81,6.86,4.15
1.57,Ideal,I,VS2,62.8,57.0,10462,7.46,7.37,4.66
1.05,Ideal,G,VS1,62.0,56.0,6936,6.47,6.53,4.03
1.02,Premium,I,SI1,62.7,55.0,4284,6.48,6.41,4.04
0.51,Good,D,SI2,63.9,55.0,1180,5.04,5.1,3.24
0.46,Ideal,F,SI1,61.6,54.0,983,4.97,5.0,3.07
0.76,Ideal,D,VS2,61.2,57.0,3384,5.91,5.89,3.61
0.99,Ideal,F,SI1,62.1,58.0,6038,6.33,6.4,3.95
1.23,Ideal,I,SI1,62.0,57.0,5855,6.91,6.87,4.27
1.52,Premium,E,SI2,62.9,59.0,9576,7.31,7.26,4.58
0.71,Premium,I,VS2,62.8,59.0,2300,5.67,5.64,3.55
0.3,Premium,I,VVS1,61.1,59.0,552,4.31,4.33,2.64
2.0,Fair,G,VS2,67.6,58.0,18515,7.65,7.61,5.16
1.51,Ideal,E,VS1,62.2,57.0,17649,7.37,7.32,4.57
0.3,Ideal,E,VVS2,61.4,55.0,949,4.33,4.36,2.67
0.72,Very Good,E,SI2,59.9,57.0,2573,5.85,5.9,3.52
0.9,Very Good,G,VS2,63.3,54.0,4309,6.19,6.11,3.89
0.38,Premium,D,SI1,62.2,58.0,941,4.63,4.57,2.86
1.06,Premium,G,SI1,59.6,58.0,4903,6.73,6.67,3.99
1.51,Very Good,G,VS2,58.7,63.0,12551,7.45,7.4,4.36
0.53,Ideal,J,VS1,61.4,55.2,1218,5.2,5.22,3.2
1.57,Ideal,I,SI1,61.7,56.0,9555,7.45,7.48,4.61
0.5,Premium,G,VVS2,61.6,60.0,1838,5.1,5.13,3.15
0.77,Premium,J,VS1,62.2,61.0,2005,5.85,5.82,3.63
0.43,Ideal,I,IF,62.0,55.0,1056,4.83,4.85,3.0
0.9,Premium,G,VS1,62.7,60.0,4460,6.13,6.06,3.82
1.01,Premium,J,SI2,62.5,62.0,3563,6.41,6.36,3.99
0.32,Very Good,I,VVS1,63.0,58.0,589,4.32,4.38,2.74
0.9,Very Good,I,VS2,61.4,58.0,3445,6.16,6.26,3.81
1.5,Good,G,IF,59.9,59.0,13998,7.39,7.46,4.45
0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7
1.01,Premium,F,SI1,63.0,58.0,4632,6.33,6.29,3.98
1.26,Ideal,G,VS2,60.8,55.0,9399,7.02,7.04,4.28
1.25,Premium,H,VS2,60.4,59.0,7246,6.92,6.96,4.19
1.0,Ideal,H,VVS1,61.5,59.0,6535,6.37,6.41,3.93
0.3,Good,J,SI1,63.4,54.0,351,4.23,4.29,2.7
0.75,Fair,F,SI2,65.1,57.0,2102,5.7,5.66,3.7
0.71,Ideal,H,VVS2,61.9,56.0,3371,5.72,5.76,3.55
0.23,Ideal,I,VVS1,63.0,56.0,414,3.94,3.9,2.47
0.39,Ideal,G,SI1,61.0,55.0,675,4.75,4.82,2.92
0.39,Ideal,D,VS1,62.0,57.0,1170,4.71,4.67,2.91
0.5,Premium,E,SI1,62.4,60.0,1238,4.98,4.96,3.1
0.41,Ideal,D,VVS2,62.3,55.0,1356,4.77,4.76,2.97
0.68,Premium,G,VS2,61.6,59.0,2081,5.65,5.64,3.48
1.02,Very Good,H,SI2,63.5,60.0,3998,6.33,6.24,3.99
0.31,Very Good,F,VS2,62.9,59.0,625,4.27,4.32,2.7
0.3,Premium,H,VS2,62.2,59.0,473,4.28,4.31,2.67
1.27,Ideal,J,VS2,61.8,54.0,5285,6.95,6.98,4.31
1.21,Premium,E,SI1,62.6,58.0,7203,6.79,6.82,4.26
1.1,Very Good,G,IF,59.8,56.0,9053,6.75,6.82,4.06
2.5,Very Good,J,SI1,62.8,57.0,17028,8.58,8.65,5.41
1.54,Ideal,H,VVS2,62.6,56.0,12061,7.35,7.42,4.62
0.94,Very Good,D,SI1,58.4,58.0,4902,6.41,6.51,3.77
1.13,Ideal,I,SI2,61.4,56.0,4481,6.69,6.71,4.12
0.53,Ideal,F,VS1,61.5,56.0,1856,5.26,5.22,3.22
2.07,Ideal,I,SI1,61.2,57.0,14857,8.12,8.23,5.0
0.46,Ideal,D,VS2,62.7,57.0,1388,4.93,4.89,3.08
3.01,Premium,G,SI2,59.8,58.0,14220,9.44,9.37,5.62
0.38,Ideal,I,SI1,61.5,56.0,668,4.67,4.7,2.88
0.85,Fair,H,I1,61.0,61.0,1324,6.2,6.0,3.73
2.07,Premium,H,SI2,59.6,60.0,11094,8.3,8.24,4.93
0.32,Ideal,E,VS2,62.1,56.0,900,4.43,4.4,2.74
0.42,Ideal,G,VVS1,62.0,56.0,1179,4.81,4.84,2.99
1.01,Ideal,F,SI2,62.5,55.0,4497,6.4,6.39,4.0
1.03,Very Good,G,I1,62.4,57.0,3060,6.41,6.45,4.01
0.31,Premium,F,SI1,60.7,58.0,663,4.38,4.35,2.65
0.51,Very Good,D,SI1,62.3,63.0,1387,5.08,5.03,3.15
1.23,Premium,I,VS2,61.7,58.0,5622,6.87,6.85,4.23
1.0,Ideal,G,VS2,62.3,56.0,5887,6.37,6.41,3.98
0.73,Premium,G,VS2,60.3,57.0,2581,5.88,5.82,3.53
0.73,Premium,F,SI1,61.9,60.0,2504,5.78,5.81,3.59
0.32,Ideal,H,VS2,61.5,55.0,523,4.41,4.44,2.72
1.14,Very Good,E,SI2,60.0,54.0,5593,6.74,6.97,4.11
0.7,Very Good,E,SI1,61.7,62.0,2569,5.64,5.68,3.49
0.51,Ideal,G,VVS1,61.4,56.0,1963,5.14,5.15,3.16
0.39,Premium,G,SI1,61.4,56.0,936,4.75,4.7,2.9
0.3,Very Good,D,VS2,60.3,60.0,710,4.28,4.31,2.59
2.21,Very Good,J,SI2,60.6,62.0,12215,8.37,8.45,5.1
1.23,Premium,G,VS2,61.6,58.0,5654,6.91,6.85,4.24
0.37,Ideal,G,VS2,61.4,56.0,671,4.63,4.65,2.85
0.71,Premium,G,VS2,63.0,54.0,2443,5.69,5.64,3.57
0.43,Ideal,E,SI1,61.5,56.0,1016,4.9,4.85,3.0
0.37,Premium,H,VS2,59.5,61.0,749,4.67,4.64,2.77
0.42,Premium,G,VS2,60.6,59.0,847,4.78,4.85,2.92
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46
0.41,Very Good,G,SI1,60.4,58.0,735,4.77,4.84,2.9
0.31,Ideal,E,SI1,61.5,55.0,660,4.37,4.41,2.7
0.59,Ideal,D,IF,60.9,60.0,4916,5.41,5.39,3.29
2.06,Very Good,J,VS2,61.8,59.0,13948,8.14,8.2,5.05
1.43,Ideal,H,VVS2,61.6,54.0,10129,7.25,7.29,4.48
1.25,Ideal,G,SI2,61.6,57.0,5259,6.91,6.98,4.28
1.52,Premium,F,VS2,60.9,61.0,13919,7.46,7.28,4.49
0.59,Very Good,D,SI1,62.3,54.0,1816,5.38,5.41,3.36
0.42,Ideal,G,VS1,61.8,57.0,921,4.79,4.82,2.97
0.33,Ideal,G,VS2,61.2,55.0,579,4.46,4.49,2.74
0.24,Very Good,G,VVS2,62.0,56.0,449,3.99,4.03,2.48
0.3,Very Good,E,VVS1,62.1,57.0,862,4.27,4.3,2.66
0.31,Ideal,G,VVS1,62.8,57.0,977,4.33,4.3,2.71
1.01,Premium,H,VS2,61.6,59.0,5260,6.41,6.39,3.94
0.9,Premium,F,SI1,63.0,60.0,4158,6.13,6.09,3.85
0.3,Good,G,VVS2,63.6,57.0,878,4.3,4.26,2.72
2.01,Very Good,I,VS1,62.8,59.0,17877,8.02,8.07,5.05
1.06,Premium,E,VS2,62.3,58.0,6838,6.52,6.49,4.05
0.36,Ideal,H,SI1,62.3,57.0,648,4.58,4.54,2.84
0.33,Ideal,E,VS2,60.3,57.0,928,4.54,4.51,2.73
1.51,Premium,J,SI2,59.7,62.0,5327,7.46,7.42,4.44
1.41,Premium,H,VS2,61.2,60.0,8654,7.17,7.21,4.4
0.44,Premium,G,SI1,61.1,59.0,772,4.86,4.9,2.98
0.51,Ideal,I,VS1,62.0,57.0,1376,5.1,5.13,3.17
0.34,Ideal,E,VS1,61.2,57.0,805,4.45,4.51,2.74
1.0,Fair,G,VS2,44.0,53.0,4032,6.31,6.24,4.12
1.12,Premium,G,VS2,60.7,53.0,6774,6.81,6.7,4.1
0.39,Ideal,H,SI1,61.5,56.0,698,4.69,4.71,2.89
0.63,Ideal,E,VS2,61.5,56.0,2513,5.48,5.54,3.39
0.34,Very Good,E,SI1,62.9,56.0,596,4.45,4.48,2.81
2.02,Ideal,H,SI1,62.3,56.0,12332,8.11,8.06,5.04
0.24,Ideal,G,VS1,61.8,56.0,442,3.99,4.04,2.48
0.7,Ideal,F,VS2,61.4,58.0,3011,5.7,5.73,3.51
0.3,Ideal,F,VVS1,61.8,54.0,857,4.34,4.36,2.69
2.47,Ideal,J,SI2,62.1,57.0,15430,8.64,8.57,5.34
0.77,Ideal,F,SI1,61.5,55.0,3321,5.88,5.92,3.63
1.02,Very Good,E,VS1,58.9,59.0,7253,6.52,6.65,3.88
0.5,Good,G,VS1,59.8,63.0,1645,5.12,5.15,3.07
1.33,Very Good,F,SI1,63.3,56.0,8163,6.91,6.95,4.39
0.35,Ideal,E,VS1,61.3,55.0,945,4.58,4.55,2.8
1.11,Very Good,I,SI2,62.5,58.0,4442,6.59,6.65,4.14
0.7,Ideal,F,SI2,62.1,57.0,2398,5.65,5.69,3.52
0.7,Good,E,SI2,61.0,64.0,2116,5.63,5.69,3.45
0.41,Premium,E,SI2,62.1,58.0,683,4.73,4.77,2.95
0.33,Ideal,E,VVS2,61.9,57.0,917,4.44,4.47,2.75
0.52,Ideal,D,SI1,60.9,57.0,1600,5.17,5.21,3.16
0.51,Ideal,D,VS2,62.7,55.0,1882,5.12,5.09,3.2
0.32,Ideal,D,VS2,62.1,54.0,758,4.4,4.46,2.75
1.06,Ideal,D,VS1,62.0,57.0,9625,6.49,6.54,4.04
1.07,Good,H,VS2,63.8,57.0,5758,6.54,6.47,4.15
0.54,Ideal,G,VS2,61.7,56.0,1605,5.21,5.24,3.23
0.36,Ideal,E,SI1,61.9,56.0,631,4.53,4.58,2.82
0.33,Ideal,H,VS1,62.0,55.0,743,4.46,4.44,2.76
1.65,Ideal,I,VS2,61.5,57.0,12495,7.59,7.65,4.69
0.34,Premium,D,SI1,62.0,56.0,803,4.47,4.43,2.76
1.5,Good,D,SI2,60.2,65.0,9173,7.37,7.34,4.43
0.72,Premium,E,VVS1,62.9,59.0,3566,5.75,5.67,3.59
1.01,Good,E,SI1,63.6,57.0,5251,6.27,6.3,4.0
0.78,Ideal,I,VS2,59.8,58.0,2652,5.98,6.02,3.59
0.36,Premium,I,VS1,62.0,59.0,568,4.53,4.6,2.83
0.31,Ideal,E,VS2,61.6,57.0,680,4.35,4.38,2.69
0.3,Ideal,H,VS1,61.6,57.0,526,4.3,4.33,2.66
0.3,Ideal,H,VVS2,62.2,57.0,590,4.26,4.29,2.66
0.3,Premium,E,VVS2,61.8,58.0,1013,4.29,4.26,2.64
0.33,Ideal,F,VVS1,61.8,53.0,880,4.48,4.51,2.78
0.51,Good,G,VVS2,63.7,54.0,1800,5.08,5.1,3.24
0.25,Very Good,E,VVS2,59.8,59.0,575,4.07,4.09,2.44
1.02,Very Good,H,SI1,63.0,58.0,4617,6.34,6.4,4.01
1.56,Premium,G,VS2,61.9,58.0,13178,7.4,7.44,4.59
1.56,Good,H,SI2,59.2,59.0,7554,7.46,7.54,4.44
1.02,Ideal,D,SI1,62.3,57.0,6191,6.41,6.44,4.0
0.38,Very Good,D,VS2,60.9,58.0,933,4.63,4.67,2.83
0.9,Fair,G,SI2,64.5,56.0,2858,6.06,6.0,3.89
1.51,Premium,E,VS2,62.6,60.0,14844,7.28,7.22,4.54
0.9,Very Good,I,SI1,62.6,58.0,3220,6.08,6.15,3.83
0.91,Very Good,G,SI1,62.8,58.0,4045,6.15,6.18,3.87
0.5,Ideal,D,VVS2,61.4,55.0,2482,5.13,5.16,3.16
0.38,Ideal,H,VS2,62.2,54.0,703,4.64,4.68,2.9
0.71,Good,F,SI1,63.9,57.0,2331,5.57,5.61,3.57
0.96,Very Good,H,VS2,61.2,57.0,4136,6.34,6.38,3.89
0.33,Ideal,G,IF,62.2,56.0,984,4.43,4.45,2.76
1.0,Premium,E,VS2,62.7,59.0,6720,6.38,6.31,3.98
0.7,Very Good,I,VS1,62.4,59.0,2274,5.55,5.64,3.49
1.56,Ideal,H,VS2,61.5,56.0,11531,7.46,7.5,4.6
0.56,Ideal,F,VVS1,62.1,56.0,2510,5.29,5.3,3.29
0.79,Ideal,E,VS2,62.2,55.0,3861,5.97,5.9,3.69
1.31,Ideal,H,VS1,62.4,56.0,8392,7.0,6.98,4.36
0.26,Very Good,E,VVS1,61.4,58.0,597,4.12,4.15,2.54
0.53,Ideal,E,VS1,61.4,56.0,2143,5.21,5.25,3.21
0.33,Ideal,F,VS2,62.1,54.0,854,4.46,4.43,2.76
1.0,Premium,E,SI1,60.7,59.0,5544,6.41,6.38,3.88
0.51,Ideal,E,SI1,61.5,55.0,1546,5.18,5.16,3.18
0.32,Very Good,G,VVS2,62.6,54.0,672,4.37,4.39,2.74
0.56,Premium,E,VS2,61.9,55.0,1915,5.31,5.25,3.27
0.33,Ideal,G,IF,60.9,57.0,946,4.45,4.48,2.72
0.31,Ideal,H,VS1,61.6,56.0,698,4.36,4.34,2.68
0.41,Premium,G,VVS1,61.0,61.0,1230,4.75,4.72,2.89
0.46,Very Good,G,VS1,60.0,56.0,1378,5.05,5.1,3.04
1.0,Premium,F,VS2,61.9,59.0,5606,6.38,6.34,3.94
1.61,Ideal,G,VS2,62.2,56.0,13553,7.52,7.47,4.66
0.31,Premium,H,VS1,62.6,60.0,698,4.32,4.3,2.7
0.7,Premium,F,VVS2,62.5,59.0,3018,5.68,5.61,3.53
0.37,Premium,F,VS2,60.5,59.0,894,4.67,4.62,2.81
2.01,Premium,J,SI1,63.0,57.0,13219,8.07,8.0,5.06
0.33,Ideal,E,VS2,61.0,57.0,723,4.43,4.46,2.71
0.9,Fair,D,SI2,64.9,57.0,3473,6.03,5.98,3.9
0.32,Very Good,D,SI1,62.8,56.0,589,4.34,4.35,2.73
1.53,Premium,F,VS2,58.5,60.0,14483,7.62,7.56,4.44
1.58,Premium,F,SI2,62.3,60.0,9290,7.42,7.38,4.61
0.3,Ideal,D,VVS1,62.1,56.0,1094,4.32,4.31,2.68
0.57,Very Good,I,SI1,61.8,57.0,1173,5.31,5.34,3.29
1.19,Ideal,E,SI2,61.9,56.0,5497,6.8,6.84,4.22
0.71,Ideal,E,SI2,61.2,57.0,2398,5.74,5.82,3.54
2.09,Very Good,H,SI2,60.1,63.0,12295,8.21,8.16,4.92
0.57,Ideal,G,VVS1,61.9,57.0,2217,5.31,5.35,3.3
0.41,Ideal,E,VVS2,62.2,54.0,1187,4.76,4.79,2.97
0.31,Very Good,E,VS1,61.9,56.0,636,4.32,4.37,2.69
0.74,Ideal,G,SI2,61.7,56.0,2690,5.8,5.87,3.6
0.3,Premium,I,VS1,63.0,53.0,608,4.31,4.26,2.7
0.91,Good,G,SI2,63.6,56.0,3610,6.14,6.09,3.89
0.33,Premium,D,SI1,60.1,59.0,780,4.49,4.46,2.69
1.03,Ideal,G,SI1,61.1,57.0,5147,6.54,6.58,4.01
0.9,Very Good,H,SI1,63.0,58.0,3643,6.13,6.18,3.88
0.52,Premium,E,VVS2,60.1,58.0,2970,5.23,5.18,3.13
0.9,Premium,F,SI1,59.9,59.0,4158,6.29,6.26,3.76
1.06,Very Good,E,VVS2,63.4,55.0,9680,6.46,6.51,4.11
1.04,Ideal,E,SI1,62.4,57.0,5528,6.48,6.53,4.06
0.42,Very Good,E,VVS2,62.1,56.0,1167,4.79,4.82,2.98
0.3,Ideal,E,VS2,61.8,56.0,658,4.3,4.34,2.67
0.7,Very Good,G,SI1,60.7,58.0,2074,5.7,5.73,3.47
0.32,Premium,E,VVS1,60.8,59.0,1044,4.45,4.43,2.7
0.56,Ideal,E,VS2,61.7,54.0,1819,5.28,5.35,3.28
0.51,Ideal,I,SI1,62.2,56.0,1080,5.12,5.08,3.17
1.02,Premium,H,VS2,62.4,58.0,5454,6.43,6.39,4.0
0.71,Good,G,VVS1,62.7,61.0,3072,5.64,5.68,3.55
1.07,Very Good,I,VS2,62.5,56.0,4873,6.5,6.53,4.07
